Cellname	Cellcycle
OrgcE851245	Late-S/G2
OrgcE851246	Late-S/G2
OrgcE851247	Late-S/G2
OrgcE851248	Late-S/G2
OrgcE851249	Mid-S
OrgcE851250	G1
OrgcE851251	Early-S
OrgcE851252	Late-S/G2
OrgcE851253	Late-S/G2
OrgcE851254	Late-S/G2
OrgcE851255	G1
OrgcE851256	Early-S
OrgcE851258	G1
OrgcE851259	Late-S/G2
OrgcE851260	Late-S/G2
OrgcE851261	G1
OrgcE851262	Late-S/G2
OrgcE851263	Late-S/G2
OrgcE851264	Late-S/G2
OrgcE851265	Late-S/G2
OrgcE851266	Early-S
OrgcE851267	Late-S/G2
OrgcE851268	Late-S/G2
OrgcE851269	Late-S/G2
OrgcE851270	Mid-S
OrgcE851271	Early-S
OrgcE851272	Mid-S
OrgcE851273	Late-S/G2
OrgcE851274	Mid-S
OrgcE851275	Mid-S
OrgcE851276	G1
OrgcE851277	Early-S
OrgcE851278	Early-S
OrgcE851279	Late-S/G2
OrgcE851280	G1
OrgcE851281	G1
OrgcE851282	Early-S
OrgcE851283	Early-S
OrgcE851284	Mid-S
OrgcE851286	G1
OrgcE851287	Late-S/G2
OrgcE851289	Late-S/G2
OrgcE851290	Early-S
OrgcE851291	Late-S/G2
OrgcE851292	Early-S
OrgcE851293	G1
OrgcE851294	Late-S/G2
OrgcE851295	Late-S/G2
OrgcE851296	Mid-S
OrgcE851297	G1
OrgcE851298	G1
OrgcE851299	Early-S
OrgcE851300	Late-S/G2
OrgcE851302	Late-S/G2
OrgcE851303	Mid-S
OrgcE851304	Mid-S
OrgcE851305	Late-S/G2
OrgcE851306	Mid-S
OrgcE851307	G1
OrgcE851308	G1
OrgcE851309	Mid-S
OrgcE851310	Late-S/G2
OrgcE851311	Early-S
OrgcE851312	Late-S/G2
OrgcE851313	Late-S/G2
OrgcE851314	Early-S
OrgcE851315	G1
OrgcE851316	G1
OrgcE851317	Mid-S
OrgcE851318	Early-S
OrgcE851319	Late-S/G2
OrgcE851320	Late-S/G2
OrgcE851321	Mid-S
OrgcE851323	Mid-S
OrgcE851324	Late-S/G2
OrgcE851325	Mid-S
OrgcE851326	G1
OrgcE851327	G1
OrgcE851328	Late-S/G2
OrgcE851329	Late-S/G2
OrgcE851330	Late-S/G2
OrgcE851331	Late-S/G2
OrgcE851332	Late-S/G2
OrgcE851333	Mid-S
OrgcE851335	G1
OrgcE851336	G1
OrgcE851337	Late-S/G2
OrgcE851338	G1
OrgcE851339	Late-S/G2
OrgcE851340	Mid-S
OrgcE851341	G1
OrgcE851342	Late-S/G2
OrgcE851343	Early-S
OrgcE851344	Mid-S
OrgcE851345	Late-S/G2
OrgcE851346	Late-S/G2
OrgcE851347	Late-S/G2
OrgcE851348	Early-S
OrgcE851349	G1
OrgcE851350	Mid-S
OrgcE851351	Late-S/G2
OrgcE851352	Late-S/G2
OrgcE851353	Late-S/G2
OrgcE851354	Mid-S
OrgcE851355	G1
OrgcE851356	Mid-S
OrgcE851357	Late-S/G2
OrgcE851358	Mid-S
OrgcE851359	Mid-S
OrgcE851360	G1
OrgcE851362	Late-S/G2
OrgcE851363	Late-S/G2
OrgcE851365	Mid-S
OrgcE851366	Mid-S
OrgcE851367	Mid-S
OrgcE851368	Late-S/G2
OrgcE851369	Early-S
OrgcE851370	Early-S
OrgcE851371	Mid-S
OrgcE851373	Late-S/G2
OrgcE851374	Early-S
OrgcE851375	Mid-S
OrgcE851376	G1
OrgcE851377	G1
OrgcE851378	Late-S/G2
OrgcE851380	Mid-S
OrgcE851381	Mid-S
OrgcE851382	Late-S/G2
OrgcE851383	Mid-S
OrgcE851384	G1
OrgcE952001	Mid-S
OrgcE952002	Mid-S
OrgcE952003	Mid-S
OrgcE952004	G1
OrgcE952005	Late-S/G2
OrgcE952007	Early-S
OrgcE952008	Late-S/G2
OrgcE952009	Mid-S
OrgcE952010	Mid-S
OrgcE952011	G1
OrgcE952012	Late-S/G2
OrgcE952013	G1
OrgcE952014	Late-S/G2
OrgcE952015	Mid-S
OrgcE952016	G1
OrgcE952017	G1
OrgcE952018	Late-S/G2
OrgcE952019	G1
OrgcE952020	Early-S
OrgcE952022	Late-S/G2
OrgcE952023	Mid-S
OrgcE952026	Mid-S
OrgcE952028	Mid-S
OrgcE952029	G1
OrgcE952030	Mid-S
OrgcE952031	Mid-S
OrgcE952032	Mid-S
OrgcE952033	G1
OrgcE952034	G1
OrgcE952035	G1
OrgcE952036	Mid-S
OrgcE952037	G1
OrgcE952039	G1
OrgcE952040	Mid-S
OrgcE952041	Mid-S
OrgcE952042	G1
OrgcE952043	Late-S/G2
OrgcE952044	Late-S/G2
OrgcE952045	Early-S
OrgcE952047	Early-S
OrgcE952048	G1
OrgcE952049	Mid-S
OrgcE952050	G1
OrgcE952051	Early-S
OrgcE952052	Mid-S
OrgcE952053	Late-S/G2
OrgcE952057	Early-S
OrgcE952058	Late-S/G2
OrgcE952059	Late-S/G2
OrgcE952060	Late-S/G2
OrgcE952061	G1
OrgcE952062	G1
OrgcE952063	G1
OrgcE952064	Late-S/G2
OrgcE952065	G1
OrgcE952066	Mid-S
OrgcE952067	G1
OrgcE952068	G1
OrgcE952069	Late-S/G2
OrgcE952070	G1
OrgcE952071	Mid-S
OrgcE952072	Mid-S
OrgcE952073	Late-S/G2
OrgcE952074	Late-S/G2
OrgcE952075	Early-S
OrgcE952076	Mid-S
OrgcE952077	Mid-S
OrgcE952078	Mid-S
OrgcE952079	Mid-S
OrgcE952080	Mid-S
OrgcE952081	Early-S
OrgcE952082	G1
OrgcE952083	Late-S/G2
OrgcE952084	G1
OrgcE952085	Mid-S
OrgcE952086	G1
OrgcE952087	Late-S/G2
OrgcE952088	Mid-S
OrgcE952089	Late-S/G2
OrgcE952090	Late-S/G2
OrgcE952091	Late-S/G2
OrgcE952093	Late-S/G2
OrgcE952094	Late-S/G2
OrgcE952095	Late-S/G2
OrgcE952096	Early-S
OrgcE952098	Mid-S
OrgcE952099	Late-S/G2
OrgcE952100	G1
OrgcE952102	G1
OrgcE952103	Late-S/G2
OrgcE952104	Mid-S
OrgcE952105	Mid-S
OrgcE952106	G1
OrgcE952107	G1
OrgcE952110	G1
OrgcE952111	G1
OrgcE952112	Late-S/G2
OrgcE952114	Early-S
OrgcE952115	Early-S
OrgcE952116	Mid-S
OrgcE952117	Late-S/G2
OrgcE952118	G1
OrgcE952119	Early-S
OrgcE952120	Mid-S
OrgcE952121	G1
OrgcE952122	Late-S/G2
OrgcE952123	G1
OrgcE952124	G1
OrgcE952125	Late-S/G2
OrgcE952126	Early-S
OrgcE952127	G1
OrgcE952128	Mid-S
OrgcE952130	Mid-S
OrgcE952131	G1
OrgcE952132	Late-S/G2
OrgcE952134	Late-S/G2
OrgcE952135	Late-S/G2
OrgcE952136	Late-S/G2
OrgcE952137	G1
OrgcE952138	G1
OrgcE952139	G1
OrgcE952140	Late-S/G2
OrgcE952141	Early-S
OrgcE952142	Mid-S
OrgcE952143	G1
OrgcE952144	Mid-S
OrgcE952145	G1
OrgcE952146	Late-S/G2
OrgcE952147	Late-S/G2
OrgcE952148	Mid-S
OrgcE952149	G1
OrgcE952150	Late-S/G2
OrgcE952151	G1
OrgcE952152	Mid-S
OrgcE952154	G1
OrgcE952155	G1
OrgcE952156	G1
OrgcE952157	G1
OrgcE952158	Mid-S
OrgcE952159	Late-S/G2
OrgcE952160	Late-S/G2
OrgcE952161	Late-S/G2
OrgcE952162	G1
OrgcE952163	Late-S/G2
OrgcE952164	Late-S/G2
OrgcE952165	Mid-S
OrgcE952166	G1
OrgcE952167	Late-S/G2
OrgcE952168	Early-S
OrgcE952169	G1
OrgcE952170	G1
OrgcE952171	Late-S/G2
OrgcE952172	Mid-S
OrgcE952173	Late-S/G2
OrgcE952174	Early-S
OrgcE952175	Late-S/G2
OrgcE952177	Mid-S
OrgcE952178	G1
OrgcE952179	Mid-S
OrgcE952180	G1
OrgcE952181	Late-S/G2
OrgcE952182	Late-S/G2
OrgcE952183	Late-S/G2
OrgcE952184	Late-S/G2
OrgcE952185	Late-S/G2
OrgcE952187	Late-S/G2
OrgcE952188	Late-S/G2
OrgcE952189	Mid-S
OrgcE952190	Late-S/G2
OrgcE952191	G1
OrgcE952193	G1
OrgcE952194	Late-S/G2
OrgcE952195	Late-S/G2
OrgcE952196	G1
OrgcE952198	Late-S/G2
OrgcE952199	Late-S/G2
OrgcE952200	G1
OrgcE952201	G1
OrgcE952202	Late-S/G2
OrgcE952203	Late-S/G2
OrgcE952204	Late-S/G2
OrgcE952205	Mid-S
OrgcE952206	G1
OrgcE952207	Late-S/G2
OrgcE952208	G1
OrgcE952209	Late-S/G2
OrgcE952210	Late-S/G2
OrgcE952212	Mid-S
OrgcE952213	G1
OrgcE952214	Mid-S
OrgcE952216	Mid-S
OrgcE952217	G1
OrgcE952219	Late-S/G2
OrgcE952220	Mid-S
OrgcE952221	Late-S/G2
OrgcE952222	Mid-S
OrgcE952224	G1
OrgcE952225	Mid-S
OrgcE952226	Mid-S
OrgcE952227	G1
OrgcE952228	Late-S/G2
OrgcE952229	Late-S/G2
OrgcE952230	G1
OrgcE952231	Late-S/G2
OrgcE952232	Late-S/G2
OrgcE952233	Mid-S
OrgcE952234	G1
OrgcE952235	Late-S/G2
OrgcE952236	Mid-S
OrgcE952237	Mid-S
OrgcE952238	G1
OrgcE952239	Late-S/G2
OrgcE952240	G1
OrgcE952242	Mid-S
OrgcE952243	Late-S/G2
OrgcE952244	Late-S/G2
OrgcE952245	Late-S/G2
OrgcE952247	Late-S/G2
OrgcE952248	Late-S/G2
OrgcE952249	Mid-S
OrgcE952250	G1
OrgcE952251	Late-S/G2
OrgcE952253	Late-S/G2
OrgcE952254	G1
OrgcE952255	Early-S
OrgcE952256	Late-S/G2
OrgcE952260	Late-S/G2
OrgcE952261	G1
OrgcE952262	Mid-S
OrgcE952263	Late-S/G2
OrgcE952264	G1
OrgcE952266	G1
OrgcE952267	Late-S/G2
OrgcE952270	G1
OrgcE952271	Late-S/G2
OrgcE952272	Mid-S
OrgcE952273	G1
OrgcE952274	G1
OrgcE952275	Late-S/G2
OrgcE952277	G1
OrgcE952278	Late-S/G2
OrgcE952279	Mid-S
OrgcE952280	G1
OrgcE952281	Mid-S
OrgcE952282	Mid-S
OrgcE952283	Late-S/G2
OrgcE952284	Early-S
OrgcE952285	Late-S/G2
OrgcE952286	Mid-S
OrgcE952288	Mid-S
OrgcE952289	G1
OrgcE952290	Early-S
OrgcE952291	Late-S/G2
OrgcE952292	Mid-S
OrgcE952293	G1
OrgcE952295	G1
OrgcE952296	G1
OrgcE952297	G1
OrgcE952298	Late-S/G2
OrgcE952299	Mid-S
OrgcE952300	Late-S/G2
OrgcE952301	Late-S/G2
OrgcE952302	G1
OrgcE952303	G1
OrgcE952305	G1
OrgcE952307	G1
OrgcE952308	Mid-S
OrgcE952309	Early-S
OrgcE952310	Late-S/G2
OrgcE952311	Late-S/G2
OrgcE952312	G1
OrgcE952313	G1
OrgcE952314	Mid-S
OrgcE952315	Late-S/G2
OrgcE952316	Late-S/G2
OrgcE952317	Mid-S
OrgcE952318	Mid-S
OrgcE952321	Late-S/G2
OrgcE952322	G1
OrgcE952323	Mid-S
OrgcE952324	G1
OrgcE952325	Late-S/G2
OrgcE952328	Early-S
OrgcE952329	G1
OrgcE952330	Early-S
OrgcE952331	G1
OrgcE952332	G1
OrgcE952333	Mid-S
OrgcE952334	Mid-S
OrgcE952335	Late-S/G2
OrgcE952336	Mid-S
OrgcE952339	G1
OrgcE952340	G1
OrgcE952341	Mid-S
OrgcE952342	G1
OrgcE952343	Late-S/G2
OrgcE952344	Mid-S
OrgcE952346	G1
OrgcE952347	Early-S
OrgcE952348	G1
OrgcE952349	Late-S/G2
OrgcE952350	G1
OrgcE952351	G1
OrgcE952352	Mid-S
OrgcE952353	Late-S/G2
OrgcE952355	G1
OrgcE952356	Late-S/G2
OrgcE952357	Late-S/G2
OrgcE952359	Late-S/G2
OrgcE952360	Late-S/G2
OrgcE952361	Mid-S
OrgcE952362	G1
OrgcE952363	Mid-S
OrgcE952364	G1
OrgcE952365	Early-S
OrgcE952366	G1
OrgcE952368	Late-S/G2
OrgcE952369	Late-S/G2
OrgcE952370	G1
OrgcE952371	Late-S/G2
OrgcE952372	Early-S
OrgcE952373	Mid-S
OrgcE952374	Mid-S
OrgcE952376	Late-S/G2
OrgcE952377	G1
OrgcE952378	Late-S/G2
OrgcE952379	Mid-S
OrgcE952380	Early-S
OrgcE952381	G1
OrgcE952382	Mid-S
OrgcE952383	G1
OrgcE952384	G1
OrgcE953001	Late-S/G2
OrgcE953002	Late-S/G2
OrgcE953004	G1
OrgcE953005	Late-S/G2
OrgcE953006	G1
OrgcE953007	Mid-S
OrgcE953008	G1
OrgcE953009	Late-S/G2
OrgcE953010	Late-S/G2
OrgcE953011	Mid-S
OrgcE953013	Late-S/G2
OrgcE953014	G1
OrgcE953015	Late-S/G2
OrgcE953016	Mid-S
OrgcE953017	G1
OrgcE953019	Mid-S
OrgcE953020	G1
OrgcE953021	G1
OrgcE953023	Early-S
OrgcE953024	G1
OrgcE953025	Late-S/G2
OrgcE953026	Mid-S
OrgcE953027	Mid-S
OrgcE953028	Late-S/G2
OrgcE953029	Late-S/G2
OrgcE953030	Late-S/G2
OrgcE953031	G1
OrgcE953032	Late-S/G2
OrgcE953033	G1
OrgcE953034	Mid-S
OrgcE953036	Late-S/G2
OrgcE953037	G1
OrgcE953038	Late-S/G2
OrgcE953040	Early-S
OrgcE953041	Late-S/G2
OrgcE953042	Late-S/G2
OrgcE953043	Mid-S
OrgcE953044	G1
OrgcE953045	Late-S/G2
OrgcE953046	Late-S/G2
OrgcE953047	Mid-S
OrgcE953048	Late-S/G2
OrgcE953049	Late-S/G2
OrgcE953050	Mid-S
OrgcE953051	Mid-S
OrgcE953053	Mid-S
OrgcE953054	Mid-S
OrgcE953055	G1
OrgcE953056	Mid-S
OrgcE953057	Late-S/G2
OrgcE953058	G1
OrgcE953059	Mid-S
OrgcE953060	Early-S
OrgcE953061	Late-S/G2
OrgcE953062	Late-S/G2
OrgcE953064	G1
OrgcE953065	Mid-S
OrgcE953066	G1
OrgcE953068	Mid-S
OrgcE953069	Late-S/G2
OrgcE953070	Mid-S
OrgcE953071	Late-S/G2
OrgcE953072	G1
OrgcE953073	Early-S
OrgcE953074	Late-S/G2
OrgcE953075	G1
OrgcE953077	G1
OrgcE953078	Early-S
OrgcE953079	G1
OrgcE953081	Late-S/G2
OrgcE953082	Late-S/G2
OrgcE953083	Late-S/G2
OrgcE953084	Early-S
OrgcE953085	G1
OrgcE953086	Late-S/G2
OrgcE953087	Late-S/G2
OrgcE953088	Mid-S
OrgcE953089	Early-S
OrgcE953090	G1
OrgcE953091	Late-S/G2
OrgcE953093	Late-S/G2
OrgcE953094	Early-S
OrgcE953095	G1
OrgcE953096	G1
OrgcE953097	Mid-S
OrgcE953098	Early-S
OrgcE953099	Late-S/G2
OrgcE953100	G1
OrgcE953101	Mid-S
OrgcE953102	Late-S/G2
OrgcE953103	G1
OrgcE953104	G1
OrgcE953105	Mid-S
OrgcE953106	Early-S
OrgcE953107	Late-S/G2
OrgcE953108	G1
OrgcE953109	G1
OrgcE953110	G1
OrgcE953111	G1
OrgcE953113	Late-S/G2
OrgcE953114	G1
OrgcE953115	Late-S/G2
OrgcE953116	Late-S/G2
OrgcE953117	Mid-S
OrgcE953118	G1
OrgcE953119	Early-S
OrgcE953120	Late-S/G2
OrgcE953121	G1
OrgcE953122	Late-S/G2
OrgcE953123	Early-S
OrgcE953124	Late-S/G2
OrgcE953125	Mid-S
OrgcE953126	Mid-S
OrgcE953127	Late-S/G2
OrgcE953128	Mid-S
OrgcE953129	Late-S/G2
OrgcE953130	Late-S/G2
OrgcE953131	Late-S/G2
OrgcE953132	Mid-S
OrgcE953134	Late-S/G2
OrgcE953136	Late-S/G2
OrgcE953137	Late-S/G2
OrgcE953139	Mid-S
OrgcE953140	Early-S
OrgcE953141	Early-S
OrgcE953142	Late-S/G2
OrgcE953143	G1
OrgcE953144	Early-S
OrgcE953145	G1
OrgcE953146	G1
OrgcE953147	Mid-S
OrgcE953148	G1
OrgcE953149	Late-S/G2
OrgcE953150	Mid-S
OrgcE953153	Mid-S
OrgcE953154	G1
OrgcE953155	Late-S/G2
OrgcE953156	Late-S/G2
OrgcE953157	Early-S
OrgcE953158	Mid-S
OrgcE953159	G1
OrgcE953160	Late-S/G2
OrgcE953162	G1
OrgcE953163	G1
OrgcE953164	Late-S/G2
OrgcE953165	Mid-S
OrgcE953166	Mid-S
OrgcE953167	Late-S/G2
OrgcE953168	G1
OrgcE953169	Late-S/G2
OrgcE953170	G1
OrgcE953171	Late-S/G2
OrgcE953172	Late-S/G2
OrgcE953173	Late-S/G2
OrgcE953174	Mid-S
OrgcE953175	Mid-S
OrgcE953176	Early-S
OrgcE953177	Early-S
OrgcE953178	Late-S/G2
OrgcE953179	Late-S/G2
OrgcE953182	Late-S/G2
OrgcE953183	G1
OrgcE953184	Late-S/G2
OrgcE953185	Late-S/G2
OrgcE953186	Late-S/G2
OrgcE953187	G1
OrgcE953188	Early-S
OrgcE953189	Late-S/G2
OrgcE953190	G1
OrgcE953191	G1
OrgcE953192	Early-S
OrgcE953193	Late-S/G2
OrgcE953194	G1
OrgcE953195	Early-S
OrgcE953196	Late-S/G2
OrgcE953197	Late-S/G2
OrgcE953198	Late-S/G2
OrgcE953199	Late-S/G2
OrgcE953200	Mid-S
OrgcE953201	Late-S/G2
OrgcE953202	Late-S/G2
OrgcE953203	Late-S/G2
OrgcE953204	G1
OrgcE953205	Mid-S
OrgcE953206	Late-S/G2
OrgcE953207	Late-S/G2
OrgcE953208	Mid-S
OrgcE953210	Late-S/G2
OrgcE953211	Late-S/G2
OrgcE953212	Early-S
OrgcE953213	G1
OrgcE953214	G1
OrgcE953215	Late-S/G2
OrgcE953216	Mid-S
OrgcE953217	Mid-S
OrgcE953218	Late-S/G2
OrgcE953219	Late-S/G2
OrgcE953220	G1
OrgcE953221	Late-S/G2
OrgcE953222	Late-S/G2
OrgcE953223	Late-S/G2
OrgcE953224	Late-S/G2
OrgcE953225	Late-S/G2
OrgcE953226	G1
OrgcE953227	Mid-S
OrgcE953228	Early-S
OrgcE953230	G1
OrgcE953231	Mid-S
OrgcE953232	Early-S
OrgcE953233	Late-S/G2
OrgcE953235	Late-S/G2
OrgcE953236	G1
OrgcE953237	Mid-S
OrgcE953238	Mid-S
OrgcE953239	Mid-S
OrgcE953240	Early-S
OrgcE953243	Early-S
OrgcE953245	G1
OrgcE953247	Late-S/G2
OrgcE953248	Late-S/G2
OrgcE953249	G1
OrgcE953250	Late-S/G2
OrgcE953251	Late-S/G2
OrgcE953252	G1
OrgcE953253	Mid-S
OrgcE953254	Late-S/G2
OrgcE953255	G1
OrgcE953256	Late-S/G2
OrgcE953258	Late-S/G2
OrgcE953259	G1
OrgcE953260	G1
OrgcE953261	Late-S/G2
OrgcE953262	Late-S/G2
OrgcE953264	Mid-S
OrgcE953265	Mid-S
OrgcE953266	G1
OrgcE953268	Mid-S
OrgcE953270	Late-S/G2
OrgcE953271	Late-S/G2
OrgcE953272	Mid-S
OrgcE953273	Mid-S
OrgcE953274	Late-S/G2
OrgcE953275	G1
OrgcE953276	Early-S
OrgcE953278	G1
OrgcE953280	Late-S/G2
OrgcE953281	Late-S/G2
OrgcE953283	Late-S/G2
OrgcE953284	Late-S/G2
OrgcE953285	Mid-S
OrgcE953286	Late-S/G2
OrgcE953287	G1
OrgcE953288	G1
OrgcE953289	Late-S/G2
OrgcE953292	G1
OrgcE953293	Late-S/G2
OrgcE953294	G1
OrgcE953295	G1
OrgcE953296	Mid-S
OrgcE953297	G1
OrgcE953298	Early-S
OrgcE953299	Mid-S
OrgcE953301	Early-S
OrgcE953302	Mid-S
OrgcE953303	Late-S/G2
OrgcE953304	G1
OrgcE953306	Mid-S
OrgcE953307	Late-S/G2
OrgcE953308	Mid-S
OrgcE953309	Late-S/G2
OrgcE953310	G1
OrgcE953311	Mid-S
OrgcE953312	Late-S/G2
OrgcE953313	G1
OrgcE953314	Late-S/G2
OrgcE953317	Late-S/G2
OrgcE953318	Late-S/G2
OrgcE953319	Late-S/G2
OrgcE953320	Late-S/G2
OrgcE953321	G1
OrgcE953322	Late-S/G2
OrgcE953323	Late-S/G2
OrgcE953324	Early-S
OrgcE953325	Late-S/G2
OrgcE953326	Late-S/G2
OrgcE953327	Early-S
OrgcE953328	Late-S/G2
OrgcE953329	Mid-S
OrgcE953330	Late-S/G2
OrgcE953331	G1
OrgcE953332	Late-S/G2
OrgcE953334	G1
OrgcE953335	Late-S/G2
OrgcE953336	G1
OrgcE953337	Late-S/G2
OrgcE953338	Mid-S
OrgcE953339	Late-S/G2
OrgcE953340	Mid-S
OrgcE953341	Late-S/G2
OrgcE953342	Early-S
OrgcE953343	Mid-S
OrgcE953344	G1
OrgcE953345	Late-S/G2
OrgcE953346	Late-S/G2
OrgcE953347	Late-S/G2
OrgcE953348	Late-S/G2
OrgcE953349	Late-S/G2
OrgcE953350	Late-S/G2
OrgcE953351	G1
OrgcE953352	Late-S/G2
OrgcE953353	Late-S/G2
OrgcE953354	G1
OrgcE953355	Early-S
OrgcE953356	Early-S
OrgcE953357	G1
OrgcE953358	G1
OrgcE953359	G1
OrgcE953360	Mid-S
OrgcE953361	Early-S
OrgcE953362	Mid-S
OrgcE953363	Mid-S
OrgcE953364	Late-S/G2
OrgcE953365	G1
OrgcE953366	Late-S/G2
OrgcE953367	G1
OrgcE953368	G1
OrgcE953370	Late-S/G2
OrgcE953371	Early-S
OrgcE953372	Late-S/G2
OrgcE953373	Mid-S
OrgcE953374	G1
OrgcE953375	G1
OrgcE953376	Mid-S
OrgcE953378	Late-S/G2
OrgcE953379	Late-S/G2
OrgcE953380	Late-S/G2
OrgcE953381	Mid-S
OrgcE953382	Early-S
OrgcE953383	Late-S/G2
OrgcE953384	Mid-S
OrgcEX154001	Late-S/G2
OrgcEX154006	Late-S/G2
OrgcEX154007	Late-S/G2
OrgcEX154010	Mid-S
OrgcEX154014	Mid-S
OrgcEX154015	Late-S/G2
OrgcEX154021	Mid-S
OrgcEX154023	G1
OrgcEX154025	Mid-S
OrgcEX154026	Mid-S
OrgcEX154028	G1
OrgcEX154030	Late-S/G2
OrgcEX154031	Mid-S
OrgcEX154033	Early-S
OrgcEX154035	Mid-S
OrgcEX154038	Mid-S
OrgcEX154043	G1
OrgcEX154049	Early-S
OrgcEX154050	G1
OrgcEX154052	G1
OrgcEX154055	Mid-S
OrgcEX154056	G1
OrgcEX154061	Late-S/G2
OrgcEX154063	Late-S/G2
OrgcEX154064	Late-S/G2
OrgcEX154065	Late-S/G2
OrgcEX154067	Mid-S
OrgcEX154072	Late-S/G2
OrgcEX154075	Late-S/G2
OrgcEX154085	G1
OrgcEX154086	Late-S/G2
OrgcEX154087	Early-S
OrgcEX154090	Mid-S
OrgcEX154091	G1
OrgcEX154094	Late-S/G2
OrgcEX154097	G1
OrgcEX154099	Late-S/G2
OrgcEX154102	Late-S/G2
OrgcEX154104	Mid-S
OrgcEX154105	Mid-S
OrgcEX154110	Late-S/G2
OrgcEX154113	Late-S/G2
OrgcEX154114	G1
OrgcEX154117	Early-S
OrgcEX154122	G1
OrgcEX154126	G1
OrgcEX154129	G1
OrgcEX154133	G1
OrgcEX154134	Late-S/G2
OrgcEX154137	G1
OrgcEX154139	G1
OrgcEX154140	Late-S/G2
OrgcEX154142	Late-S/G2
OrgcEX154143	Late-S/G2
OrgcEX154145	Late-S/G2
OrgcEX154146	G1
OrgcEX154150	G1
OrgcEX154152	Mid-S
OrgcEX154153	G1
OrgcEX154154	G1
OrgcEX154155	Mid-S
OrgcEX154160	G1
OrgcEX154162	Mid-S
OrgcEX154164	G1
OrgcEX154167	G1
OrgcEX154169	G1
OrgcEX154171	Mid-S
OrgcEX154173	Early-S
OrgcEX154174	Early-S
OrgcEX154177	G1
OrgcEX154182	Mid-S
OrgcEX154183	G1
OrgcEX154184	G1
OrgcEX154185	Mid-S
OrgcEX154188	Early-S
OrgcEX154189	G1
OrgcEX154194	G1
OrgcEX154195	Early-S
OrgcEX154198	Late-S/G2
OrgcEX154206	G1
OrgcEX154208	Late-S/G2
OrgcEX154211	Early-S
OrgcEX154212	G1
OrgcEX154216	Early-S
OrgcEX154217	Mid-S
OrgcEX154221	G1
OrgcEX154222	Late-S/G2
OrgcEX154227	Mid-S
OrgcEX154231	Mid-S
OrgcEX154233	G1
OrgcEX154234	Early-S
OrgcEX154235	G1
OrgcEX154236	Mid-S
OrgcEX154237	Late-S/G2
OrgcEX154240	Mid-S
OrgcEX154246	Late-S/G2
OrgcEX154248	G1
OrgcEX154250	G1
OrgcEX154252	Early-S
OrgcEX154254	Mid-S
OrgcEX154255	Mid-S
OrgcEX154261	Late-S/G2
OrgcEX154262	G1
OrgcEX154264	Mid-S
OrgcEX154265	Late-S/G2
OrgcEX154266	G1
OrgcEX154268	G1
OrgcEX154273	Late-S/G2
OrgcEX154274	G1
OrgcEX154278	G1
OrgcEX154280	G1
OrgcEX154287	Early-S
OrgcEX154290	G1
OrgcEX154291	Mid-S
OrgcEX154297	Late-S/G2
OrgcEX154298	Late-S/G2
OrgcEX154299	G1
OrgcEX154300	G1
OrgcEX154302	Late-S/G2
OrgcEX154304	Mid-S
OrgcEX154305	Early-S
OrgcEX154310	G1
OrgcEX154312	Mid-S
OrgcEX154313	Late-S/G2
OrgcEX154314	G1
OrgcEX154316	Early-S
OrgcEX154317	G1
OrgcEX154319	Early-S
OrgcEX154320	Late-S/G2
OrgcEX154321	G1
OrgcEX154322	Mid-S
OrgcEX154324	G1
OrgcEX154326	Mid-S
OrgcEX154327	Late-S/G2
OrgcEX154329	G1
OrgcEX154333	Mid-S
OrgcEX154336	G1
OrgcEX154338	Early-S
OrgcEX154341	Late-S/G2
OrgcEX154343	Late-S/G2
OrgcEX154345	Mid-S
OrgcEX154346	Early-S
OrgcEX154347	Mid-S
OrgcEX154348	Late-S/G2
OrgcEX154349	Mid-S
OrgcEX154351	Mid-S
OrgcEX154357	Late-S/G2
OrgcEX154358	G1
OrgcEX154361	G1
OrgcEX154362	Late-S/G2
OrgcEX154363	Late-S/G2
OrgcEX154365	G1
OrgcEX154367	G1
OrgcEX154371	Mid-S
OrgcEX154374	Late-S/G2
OrgcEX154375	Late-S/G2
OrgcEX154378	Late-S/G2
OrgcEX154380	Late-S/G2
OrgcEX154382	Mid-S
OrgdEX052001	Early-S
OrgdEX052002	G1
OrgdEX052004	G1
OrgdEX052006	Mid-S
OrgdEX052008	Late-S/G2
OrgdEX052009	G1
OrgdEX052011	Late-S/G2
OrgdEX052012	G1
OrgdEX052013	G1
OrgdEX052015	Late-S/G2
OrgdEX052018	G1
OrgdEX052019	G1
OrgdEX052020	G1
OrgdEX052021	G1
OrgdEX052022	Mid-S
OrgdEX052023	G1
OrgdEX052024	G1
OrgdEX052025	Late-S/G2
OrgdEX052026	G1
OrgdEX052027	G1
OrgdEX052028	Early-S
OrgdEX052031	Late-S/G2
OrgdEX052033	Early-S
OrgdEX052034	Mid-S
OrgdEX052037	G1
OrgdEX052038	G1
OrgdEX052040	Mid-S
OrgdEX052041	G1
OrgdEX052042	Late-S/G2
OrgdEX052043	Late-S/G2
OrgdEX052047	G1
OrgdEX052049	G1
OrgdEX052050	Late-S/G2
OrgdEX052051	G1
OrgdEX052053	Late-S/G2
OrgdEX052054	G1
OrgdEX052055	Late-S/G2
OrgdEX052056	Mid-S
OrgdEX052057	Late-S/G2
OrgdEX052058	Late-S/G2
OrgdEX052059	Late-S/G2
OrgdEX052060	Late-S/G2
OrgdEX052062	Late-S/G2
